movieId,avgRating,numRating
5226,0.00,0
79163,0.00,0
1188,0.00,0
2415,0.00,0
261,3.50,3
3673,0.00,0
6400,3.00,1
34153,0.00,0
105351,1.50,1
108583,3.75,2
497,3.17,3
1482,0.00,0
2427,3.00,1
5718,0.00,0
6644,0.00,0
775,0.00,0
2214,0.00,0
3377,0.00,0
6276,0.00,0
581,4.50,1
2096,3.10,5
71433,4.50,1
76111,0.00,0
107771,3.50,3
2013,0.00,0
27857,0.00,0
121171,3.00,1
5625,0.00,0
2670,0.00,0
3885,0.00,0
6273,0.00,0
7613,0.00,0
27704,0.00,0
80748,0.00,0
108601,2.00,1
319,3.38,4
6235,4.50,1
48268,4.00,1
55280,3.30,5
105954,3.25,2
2712,4.08,6
5076,0.00,0
5125,0.00,0
26265,0.00,0
63853,2.50,1
3571,1.00,1
6322,0.00,0
38992,0.00,0
74532,2.50,4
85394,4.50,1
4247,2.50,1
3991,0.75,2
26999,0.00,0
47629,2.50,1
55078,4.00,1
62434,3.25,6
71466,3.88,4
104245,2.50,1
947,3.75,2
2930,0.00,0
3499,3.67,9
4774,0.00,0
4923,0.00,0
6806,0.00,0
32280,3.50,1
78637,0.50,1
2808,2.67,3
117123,3.00,1
3861,2.00,2
5618,4.00,9
86882,3.33,6
108090,3.50,1
3813,0.00,0
3262,3.75,2
5622,0.00,0
63515,0.00,0
1405,3.10,5
5229,0.00,0
44613,0.00,0
55830,2.80,5
79469,0.00,0
1203,3.67,6
70201,3.50,1
4724,0.00,0
27904,3.38,8
89045,0.00,0
129250,0.50,1
3392,0.00,0
1784,3.20,10
2050,0.00,0
2135,0.00,0
91688,1.50,1
845,0.00,0
3768,0.00,0
5558,0.00,0
144,0.00,0
2072,2.50,4
4040,2.00,1
53460,2.75,2
85881,3.30,5
1643,0.00,0
3706,4.50,1
4122,0.00,0
4752,3.50,1
6370,3.75,2
8657,0.00,0
106441,3.50,1
115151,2.00,1
2612,3.00,1
3883,0.00,0
52767,4.50,2
56333,4.00,1
931,0.00,0
996,0.00,0
2582,3.00,1
26788,0.00,0
674,0.00,0
98175,0.00,0
137857,3.50,3
2443,0.00,0
4624,4.00,1
6014,0.00,0
31700,0.00,0
52528,0.00,0
57792,0.00,0
647,0.00,0
1485,2.85,10
2078,3.30,5
3245,0.00,0
4524,0.00,0
4570,0.00,0
36527,0.00,0
88810,5.00,1
1147,3.50,1
159690,2.00,1
91505,0.00,0
6301,3.50,1
8823,0.00,0
111743,2.83,3
2406,3.07,7
6493,2.00,1
7831,0.00,0
8337,3.00,1
105213,3.17,3
4458,0.00,0
1274,3.62,4
4217,3.50,1
6650,4.00,1
6888,1.60,5
56171,2.50,2
966,0.00,0
3543,0.00,0
7948,4.00,1
51084,3.50,3
112399,4.50,1
1474,0.00,0
3591,0.00,0
5938,0.00,0
7044,3.75,4
58299,3.17,3
69526,2.45,10
769,0.00,0
5247,0.00,0
6057,0.00,0
6535,0.50,1
8916,3.25,2
4342,0.00,0
47606,3.00,1
1779,2.75,2
2300,3.00,3
3684,0.00,0
781,0.00,0
6033,0.00,0
61160,2.50,2
108548,0.00,0
1549,0.00,0
4535,0.00,0
7091,4.00,2
130448,0.50,1
2697,0.00,0
1865,0.00,0
1932,0.00,0
5094,0.50,1
5825,0.00,0
33838,0.00,0
68237,4.11,14
866,0.00,0
6879,3.33,6
7142,0.00,0
7899,0.00,0
99320,0.00,0
1641,3.75,2
1461,2.00,1
2115,3.46,12
6413,5.00,1
8253,0.00,0
44665,3.25,8
45210,4.50,1
54995,3.64,7
1207,4.17,3
63540,0.50,2
6405,0.00,0
7459,0.00,0
62344,3.50,2
87930,2.00,1
92938,1.00,1
4888,3.00,1
5018,0.00,0
5521,0.50,1
5876,2.75,2
26150,0.00,0
81018,0.00,0
2545,0.00,0
4956,0.00,0
25937,2.00,1
73854,3.50,1
156609,3.75,2
2027,2.50,2
1303,4.00,1
50802,2.50,1
1083,0.00,0
1678,0.00,0
57980,3.00,1
64695,0.00,0
65465,2.00,1
1668,0.00,0
48,2.67,6
59810,3.50,1
59846,3.50,1
78703,0.00,0
103883,2.00,2
104913,4.00,4
114762,1.50,1
2053,1.50,1
1172,3.67,6
1760,0.50,1
3491,0.00,0
4662,3.00,1
7841,3.50,1
96829,4.17,3
605,4.00,1
694,3.00,1
886,1.50,1
1305,4.00,3
1840,3.50,1
4414,3.50,1
4976,0.00,0
5678,0.00,0
336,0.00,0
3360,3.50,5
3573,0.50,1
6957,3.30,5
51709,4.00,1
55232,2.38,4
92420,3.12,8
1268,0.00,0
118334,2.00,1
111364,2.83,6
26371,0.00,0
1988,0.00,0
1399,2.50,1
3101,3.00,6
5847,0.00,0
6476,0.00,0
38499,4.33,3
144976,0.00,0
1373,1.00,1
1112,0.00,0
1986,0.00,0
4048,0.00,0
4553,3.50,1
4783,0.00,0
78517,3.00,2
129009,0.00,0
200,0.00,0
4659,0.00,0
8799,0.00,0
26414,3.50,1
73531,4.00,1
78836,0.00,0
130580,0.00,0
3098,2.67,3
27801,3.50,2
68159,3.88,4
3829,0.00,0
4932,0.00,0
7895,3.50,1
26152,0.00,0
32598,3.00,5
85612,0.00,0
1762,0.00,0
3017,2.00,1
3872,0.00,0
4680,0.00,0
106022,4.00,1
2130,0.00,0
3973,0.00,0
34198,0.00,0
558,0.00,0
8137,0.50,1
718,0.00,0
800,0.00,0
2102,0.00,0
3827,2.50,2
7062,3.00,1
134859,3.50,1
179,0.00,0
1676,3.09,11
1944,3.50,1
3083,5.00,2
115624,3.00,1
425,0.00,0
65577,1.50,1
7396,4.00,1
8369,0.00,0
88024,2.50,1
6503,1.67,3
4756,2.50,1
8370,4.50,2
151639,2.50,1
1077,2.50,1
4630,0.00,0
1037,0.00,0
30820,2.50,1
44511,4.00,1
4862,0.00,0
2974,1.00,1
3354,2.00,4
7376,1.00,1
106883,0.00,0
2642,2.00,1
3344,3.50,1
3839,0.00,0
5819,0.00,0
83270,0.00,0
606,1.50,1
1884,3.94,8
1958,2.50,2
3047,0.00,0
3823,0.00,0
5632,0.00,0
49530,3.83,9
136016,0.00,0
289,0.00,0
1721,2.94,17
1987,0.00,0
7025,0.00,0
85796,2.25,2
106397,2.50,1
117895,1.00,1
363,0.00,0
3599,0.00,0
4925,0.00,0
5944,3.33,3
1222,4.04,13
60040,3.00,7
4941,0.00,0
98809,3.12,8
7178,0.00,0
8866,3.33,3
26471,2.00,1
43376,0.00,0
45730,0.00,0
80717,0.00,0
2984,0.00,0
2973,3.50,2
3741,3.33,3
6427,0.00,0
8368,3.11,14
39052,0.00,0
41714,3.50,1
